绊按内靛,捞抚,己,积斥岿老,去牢咯何,己喊,矫,林/档,惫啊疙,惫啊内靛,快祈锅龋
15928,Priscilla,Pal,1961-11-05,固去,咯己,Neunkirchen,Saarland,刀老,DE,66578
15932,Tabitha,Jimenez,1961-03-10,扁去,咯己,Sulzbach Taunus,Saarland,刀老,DE,66272
16034,Pamela,Suri,1968-06-09,扁去,咯己,Frankfurt am Main,Hamburg,刀老,DE,60355
16037,Melissa,Kelly,1966-11-05,扁去,咯己,Werne,Nordrhein-Westfalen,刀老,DE,59368
16039,Steve,Yang,1966-11-03,扁去,巢己,Bonn,Hamburg,刀老,DE,53131
16044,Connie,Rai,1964-03-08,扁去,咯己,Berlin,Hessen,刀老,DE,13441
16047,Taylor,Johnson,1968-07-05,扁去,咯己,Saarlouis,Saarland,刀老,DE,66740
16048,Kelli,Yang,1979-05-04,固去,咯己,Hamburg,Hamburg,刀老,DE,20354
16049,Ashlee,Nara,1968-05-08,扁去,咯己,Grevenbroich,Bayern,刀老,DE,41485
16055,Ryan,Lee,1961-06-17,扁去,巢己,Neunkirchen,Saarland,刀老,DE,66578
16057,Michele,Gomez,1966-12-10,扁去,咯己,M?nchen,Nordrhein-Westfalen,刀老,DE,80074
16059,J?sus,Carlson,1944-04-09,扁去,巢己,Grevenbroich,Bayern,刀老,DE,41485
16196,Kurt,Raheem,1979-04-20,扁去,巢己,Frankfurt am Main,Hamburg,刀老,DE,60082
16197,Heidi,Prasad,1983-08-16,固去,咯己,Berlin,Nordrhein-Westfalen,刀老,DE,14197
16199,Terrence,Xie,1978-02-15,固去,巢己,Dresden,Hessen,刀老,DE,1071
16206,Cindy,Lewis,1976-11-15,固去,咯己,Darmstadt,Hessen,刀老,DE,64283
16207,Jordan,Shan,1982-03-09,固去,巢己,Erlangen,Bayern,刀老,DE,91054
16208,Ruth,Chandra,1977-01-17,固去,咯己,Saarbr?cken,Saarland,刀老,DE,66001
16252,Danny,Jim?nez,1973-03-21,固去,巢己,Saarlouis,Saarland,刀老,DE,66740
16253,Bethany,Lal,1973-03-02,固去,咯己,Hamburg,Hamburg,刀老,DE,20354
16263,Eduardo,Robinson,1972-12-08,扁去,巢己,Ingolstadt,Bayern,刀老,DE,85049
16267,Edwin,Chen,1972-04-21,扁去,巢己,Grevenbroich,Bayern,刀老,DE,41485
16269,Tara,Nath,1971-08-25,扁去,咯己,Berlin,Saarland,刀老,DE,12171
16270,Jerome,Hernandez,1971-12-08,扁去,巢己,Berlin,Hessen,刀老,DE,14129
16271,Michele,Gutierrez,1970-12-11,固去,咯己,Berlin,Hamburg,刀老,DE,10210
16274,Ross,Diaz,1969-09-13,扁去,巢己,Eilenburg,Brandenburg,刀老,DE,4838
16276,Brandi,Carlson,1980-08-29,固去,咯己,Bonn,Nordrhein-Westfalen,刀老,DE,53131
16278,Angel,Turner,1969-12-21,扁去,巢己,Hof,Bayern,刀老,DE,95010
16279,Victoria,Patterson,1968-12-22,固去,咯己,Erlangen,Bayern,刀老,DE,91054
16280,Glenn,Ma,1969-02-15,固去,巢己,M?nster,Saarland,刀老,DE,48001
16284,Troy,Perez,1968-12-08,固去,巢己,Hof,Bayern,刀老,DE,95010
16290,Russell,Nath,1971-04-22,固去,巢己,Frankfurt am Main,Hamburg,刀老,DE,60355
16292,Carly,Lal,1975-05-01,扁去,咯己,M?hlheim,Hamburg,刀老,DE,63151
16297,Deanna,Garcia,1974-09-08,扁去,咯己,Frankfurt,Hessen,刀老,DE,60323
16298,Adrienne,Sanz,1968-11-12,扁去,咯己,Hamburg,Hamburg,刀老,DE,20354
16299,Alison,Tang,1983-05-24,固去,咯己,Solingen,Nordrhein-Westfalen,刀老,DE,42651
16303,Tracy,Yuan,1985-03-06,固去,咯己,Darmstadt,Hessen,刀老,DE,64283
16304,Justin,Moore,1985-04-14,固去,巢己,Darmstadt,Hessen,刀老,DE,64283
16305,Stanley,Gonzalez,1985-03-22,固去,巢己,Ingolstadt,Bayern,刀老,DE,85049
16307,Kelli,Sun,1974-06-03,扁去,咯己,Salzgitter,Hessen,刀老,DE,38231
16309,Desiree,Ortega,1968-03-20,扁去,咯己,Dresden,Hessen,刀老,DE,1071
16313,Hailey,Russell,1983-09-23,固去,咯己,Paderborn,Nordrhein-Westfalen,刀老,DE,33098
16316,Kelli,Hu,1983-04-23,固去,咯己,Berlin,Saarland,刀老,DE,12311
16326,J?sus,Romero,1978-07-17,固去,巢己,Bonn,Hamburg,刀老,DE,53001
16327,Darren,Diaz,1984-03-02,固去,巢己,Salzgitter,Hessen,刀老,DE,38231
16389,Arturo,Shen,1979-10-01,固去,巢己,Berlin,Saarland,刀老,DE,12311
16390,Mario,Nath,1973-08-25,固去,巢己,Offenbach,Saarland,刀老,DE,63009
16396,Keith,Rai,1972-10-14,固去,巢己,M?hlheim,Hamburg,刀老,DE,63151
16397,Andy,Navarro,1978-04-10,扁去,巢己,Berlin,Nordrhein-Westfalen,刀老,DE,14197
16399,Arturo,Xu,1973-04-15,固去,巢己,Frankfurt,Hessen,刀老,DE,60323
16409,Ebony,Moreno,1976-10-13,扁去,咯己,Berlin,Saarland,刀老,DE,12311
16411,Stanley,Sanchez,1970-02-18,固去,巢己,Offenbach,Saarland,刀老,DE,63009
16413,Julia,Gonzalez,1936-11-03,扁去,咯己,Bottrop,Nordrhein-Westfalen,刀老,DE,46236
16414,Kelly,Flores,1969-12-15,固去,咯己,Darmstadt,Hessen,刀老,DE,64283
16419,Lacey,Simpson,1968-12-20,扁去,咯己,Frankfurt,Bayern,刀老,DE,91480
16422,Kurt,Xu,1979-09-20,固去,巢己,Saarbr?cken,Saarland,刀老,DE,66001
16429,Jaclyn,Luo,1973-10-12,扁去,咯己,Saarlouis,Saarland,刀老,DE,66740
16434,Taylor,Bailey,1970-04-03,扁去,咯己,Neunkirchen,Saarland,刀老,DE,66578
16441,Jason,Young,1984-09-08,扁去,巢己,Darmstadt,Hessen,刀老,DE,64283
16442,Luke,Gonzalez,1985-02-23,固去,巢己,Frankfurt,Hessen,刀老,DE,60323
16448,Cheryl,Martin,1967-08-02,扁去,咯己,Kiel,Saarland,刀老,DE,24044
16451,Karl,Stone,1983-03-05,固去,巢己,M?hlheim,Hamburg,刀老,DE,63151
16456,Larry,Navarro,1981-01-09,固去,巢己,Hamburg,Hamburg,刀老,DE,20354
16457,Kathleen,Martin,1981-08-18,固去,咯己,Braunschweig,Nordrhein-Westfalen,刀老,DE,38001
16458,Michele,Ruiz,1982-06-18,固去,咯己,Hamburg,Hessen,刀老,DE,22001
16462,Marissa,Gonzales,1980-10-14,固去,咯己,Hamburg,Hamburg,刀老,DE,20354
16463,Anna,Murphy,1981-04-20,固去,咯己,Bottrop,Nordrhein-Westfalen,刀老,DE,46236
16466,Alisha,Kumar,1979-12-13,固去,咯己,Darmstadt,Hessen,刀老,DE,64283
16473,Dawn,Andersen,1978-08-31,固去,咯己,Berlin,Hamburg,刀老,DE,10210
16474,Jay,Serrano,1978-10-19,扁去,巢己,Kassel,Hessen,刀老,DE,34117
16475,Kurt,Anand,1984-12-09,固去,巢己,Essen,Hamburg,刀老,DE,45001
16534,Claudia,Holt,1966-08-05,扁去,咯己,M?nchen,Hessen,刀老,DE,80074
16537,Arthur,Dominguez,1966-04-12,固去,巢己,Saarbr?cken,Saarland,刀老,DE,66001
16538,Stacey,Liang,1965-07-12,固去,咯己,Frankfurt am Main,Hamburg,刀老,DE,60355
16539,Christy,Li,1971-01-07,固去,咯己,Hof,Bayern,刀老,DE,95010
16540,Theodore,Browning,1966-03-15,扁去,巢己,Salzgitter,Hessen,刀老,DE,38231
16549,Linda,Moreno,1965-02-02,固去,咯己,Berlin,Hessen,刀老,DE,12171
16552,Joe,Sanchez,1965-01-06,扁去,巢己,Leipzig,Nordrhein-Westfalen,刀老,DE,4139
16556,Angelica,Butler,1975-07-06,固去,咯己,Werne,Nordrhein-Westfalen,刀老,DE,59368
16558,Preston,Sara,1981-04-13,固去,巢己,Stuttgart,Saarland,刀老,DE,70511
16565,Corey,Anand,1974-10-06,扁去,巢己,Darmstadt,Hessen,刀老,DE,64283
16567,Erick,Lopez,1975-03-10,固去,巢己,Saarlouis,Saarland,刀老,DE,66740
16568,Caroline,Coleman,1927-08-13,扁去,咯己,Kassel,Hessen,刀老,DE,34117
16572,Jon,Xu,1979-05-14,固去,巢己,Berlin,Hamburg,刀老,DE,10210
16578,Stefanie,Weber,1952-06-03,固去,咯己,Darmstadt,Hessen,刀老,DE,64283
16582,Frank,Torres,1965-09-30,扁去,巢己,Berlin,Saarland,刀老,DE,12171
16583,Justin,Martinez,1959-11-02,扁去,巢己,Frankfurt,Hessen,刀老,DE,60323
16587,Zachary,Martinez,1959-03-11,扁去,巢己,Solingen,Nordrhein-Westfalen,刀老,DE,42651
16597,Kelli,Xu,1956-09-11,固去,咯己,Salzgitter,Hessen,刀老,DE,38231
16603,Scott,Seely,1953-05-18,扁去,咯己,M?nchen,Hamburg,刀老,DE,80074
16604,Roy,Serrano,1952-07-03,扁去,巢己,Sulzbach Taunus,Saarland,刀老,DE,66272
16821,Mary,Carter,1964-01-17,扁去,咯己,Solingen,Nordrhein-Westfalen,刀老,DE,42651
16824,Randall,Munoz,1962-11-14,扁去,巢己,Berlin,Hessen,刀老,DE,12171
16825,Susan,Zeng,1963-02-01,扁去,咯己,Bottrop,Nordrhein-Westfalen,刀老,DE,46236
16826,Roberto,Vazquez,1968-11-08,扁去,巢己,Solingen,Nordrhein-Westfalen,刀老,DE,42651
16830,Alexandra,Hall,1961-04-19,扁去,咯己,Solingen,Nordrhein-Westfalen,刀老,DE,42651
16939,Bailey,Evans,1968-12-06,扁去,咯己,Erlangen,Bayern,刀老,DE,91054
16940,Jenny,Zeng,1968-10-28,固去,咯己,Paderborn,Nordrhein-Westfalen,刀老,DE,33098
16941,Amy,Yang,1973-03-15,扁去,咯己,Sulzbach Taunus,Saarland,刀老,DE,66272
16943,Veronica,Garcia,1949-08-24,扁去,咯己,Darmstadt,Hessen,刀老,DE,64283
16944,Alejandro,Raji,1943-11-04,固去,巢己,Paderborn,Nordrhein-Westfalen,刀老,DE,33098
17082,Morgan,Smith,1979-11-20,固去,咯己,Hamburg,Hamburg,刀老,DE,20354
17083,Priscilla,Raje,1985-08-13,固去,咯己,Paderborn,Hamburg,刀老,DE,33041
17086,Xavier,Anderson,1979-04-08,固去,巢己,Bottrop,Nordrhein-Westfalen,刀老,DE,46236
17089,Crystal,Zhu,1978-05-03,扁去,咯己,Hamburg,Hamburg,刀老,DE,20354
17090,Leslie,Alvarez,1978-02-13,固去,咯己,Bonn,Nordrhein-Westfalen,刀老,DE,53131
17091,Tammy,Patel,1977-10-20,扁去,咯己,Duesseldorf,Hessen,刀老,DE,40605
17092,Devon,Beck,1979-06-11,扁去,巢己,Berlin,Nordrhein-Westfalen,刀老,DE,14197
17093,Seth,Sanchez,1979-02-15,扁去,巢己,Paderborn,Nordrhein-Westfalen,刀老,DE,33098
17096,Samantha,Bennett,1978-04-19,扁去,咯己,Hof,Bayern,刀老,DE,95010
17100,Vincent,Wang,1977-08-02,固去,巢己,Paderborn,Hamburg,刀老,DE,33041
17102,Andres,Goel,1978-01-11,固去,巢己,Sulzbach Taunus,Saarland,刀老,DE,66272
17103,Franklin,Xu,1978-03-14,扁去,巢己,Berlin,Hamburg,刀老,DE,14111
17104,Clifford,Rodriguez,1983-03-04,固去,巢己,M?nchen,Nordrhein-Westfalen,刀老,DE,80074
17107,Priscilla,Yuan,1976-08-01,固去,咯己,Werne,Nordrhein-Westfalen,刀老,DE,59368
17111,Jenny,Chande,1975-11-15,扁去,咯己,Berlin,Hessen,刀老,DE,14129
17113,Clarence,Pal,1976-10-19,固去,巢己,Offenbach,Saarland,刀老,DE,63009
17114,Jarrod,Mehta,1982-10-08,固去,巢己,Sulzbach Taunus,Saarland,刀老,DE,66272
17181,Jenny,Lal,1969-03-16,扁去,咯己,Stuttgart,Saarland,刀老,DE,70511
17183,Shane,Sanchez,1968-11-05,扁去,巢己,Duesseldorf,Hessen,刀老,DE,40434
17184,Eddie,Dominguez,1962-08-02,扁去,巢己,Saarbr?cken,Saarland,刀老,DE,66001
17189,Clarence,Goel,1966-11-12,扁去,巢己,Berlin,Hessen,刀老,DE,14129
17190,Ebony,Rana,1966-10-03,固去,咯己,Kiel,Saarland,刀老,DE,24044
17191,Gilbert,Guo,1961-02-10,固去,巢己,M?nchen,Hessen,刀老,DE,80074
17194,Wyatt,Thompson,1960-02-16,扁去,巢己,Werne,Nordrhein-Westfalen,刀老,DE,59368
17197,Mindy,Nara,1949-07-16,固去,咯己,Darmstadt,Hessen,刀老,DE,64283
17198,Cheryl,Jim?nez,1950-04-17,固去,咯己,Hamburg,Hamburg,刀老,DE,20354
17199,Dennis,Zhou,1956-11-04,扁去,巢己,Berlin,Saarland,刀老,DE,12171
17200,Russell,She,1951-04-02,固去,巢己,Dresden,Hessen,刀老,DE,1071
17201,Vincent,Yang,1951-05-21,固去,巢己,Frankfurt am Main,Saarland,刀老,DE,60061
17208,Jacob,Miller,1958-09-24,扁去,巢己,Ingolstadt,Bayern,刀老,DE,85049
17209,Jacqueline,James,1959-02-17,扁去,咯己,Hof,Bayern,刀老,DE,95010
17210,Karl,Deng,1976-08-05,固去,巢己,Paderborn,Hamburg,刀老,DE,33041
17215,Juan,Bell,1962-04-09,固去,巢己,Hamburg,Hamburg,刀老,DE,20354
17217,Raquel,Gill,1955-12-02,扁去,咯己,Berlin,Hamburg,刀老,DE,14111
17220,Glenn,Wang,1954-08-30,扁去,巢己,Berlin,Saarland,刀老,DE,14197
17221,Ricky,Navarro,1955-04-01,扁去,巢己,Bonn,Nordrhein-Westfalen,刀老,DE,53131
17224,Mandy,Li,1954-04-19,扁去,咯己,Saarlouis,Saarland,刀老,DE,66740
17629,Tabitha,Torres,1983-06-16,固去,咯己,M?nchen,Hamburg,刀老,DE,80074
17630,Gilbert,Zhang,1978-09-22,扁去,巢己,Frankfurt am Main,Hamburg,刀老,DE,60082
17631,Cara,He,1979-01-22,扁去,咯己,Hamburg,Hamburg,刀老,DE,20354
17635,Terry,Deng,1977-08-03,固去,巢己,Salzgitter,Hessen,刀老,DE,38231
17636,Ross,Srini,1977-09-19,固去,巢己,Leipzig,Nordrhein-Westfalen,刀老,DE,4139
17637,Arturo,Tang,1983-10-01,固去,巢己,Bonn,Hamburg,刀老,DE,53131
17640,Haley,Allen,1922-06-06,扁去,咯己,Kassel,Hessen,刀老,DE,34117
17652,Javier,Vazquez,1976-03-22,扁去,巢己,Frankfurt,Hessen,刀老,DE,60323
17704,Nelson,Moreno,1967-07-11,扁去,巢己,Essen,Hamburg,刀老,DE,45001
17707,Mindy,Deng,1967-02-05,固去,咯己,Hannover,Nordrhein-Westfalen,刀老,DE,30601
17718,Lindsay,Jai,1942-10-20,扁去,咯己,Frankfurt,Bayern,刀老,DE,91480
17722,Jerome,Serrano,1948-05-06,扁去,巢己,Frankfurt am Main,Hamburg,刀老,DE,60082
17738,Nicolas,Deng,1948-12-03,固去,巢己,Berlin,Saarland,刀老,DE,14197
17741,Alvin,Xu,1966-09-09,扁去,巢己,Eilenburg,Brandenburg,刀老,DE,4838
17742,Randall,Romero,1966-10-31,固去,巢己,Sulzbach Taunus,Saarland,刀老,DE,66272
17745,Tanya,Suarez,1965-07-13,扁去,咯己,Hamburg,Hamburg,刀老,DE,20354
17746,Cedric,Nath,1965-12-10,扁去,巢己,Hannover,Nordrhein-Westfalen,刀老,DE,30601
17758,Linda,Gill,1975-12-21,扁去,咯己,Dresden,Hessen,刀老,DE,1071
17761,Kristopher,Sai,1981-07-31,扁去,巢己,Duesseldorf,Hessen,刀老,DE,40434
17762,Rachel,Rodriguez,1974-12-16,固去,咯己,Hamburg,Hamburg,刀老,DE,20354
17764,Terrance,Garcia,1980-09-13,扁去,巢己,Essen,Hamburg,刀老,DE,45001
17765,Valerie,Zhang,1974-08-04,扁去,咯己,Frankfurt am Main,Hamburg,刀老,DE,60355
17768,Luis,Parker,1963-03-19,固去,巢己,Saarlouis,Saarland,刀老,DE,66740
17769,Nathan,Martin,1963-11-11,固去,巢己,Werne,Nordrhein-Westfalen,刀老,DE,59368
17774,Brandi,Gutierrez,1984-09-17,扁去,咯己,Dresden,Hessen,刀老,DE,1071
17777,Armando,Alvarez,1973-12-31,扁去,巢己,Berlin,Saarland,刀老,DE,14197
17781,Jake,She,1973-10-26,扁去,巢己,Dresden,Hessen,刀老,DE,1071
17783,Tracy,Jai,1973-01-12,固去,咯己,Hamburg,Hamburg,刀老,DE,20354
17784,Mayra,Patel,1972-09-16,固去,咯己,Paderborn,Nordrhein-Westfalen,刀老,DE,33098
17788,Jeffery,Liu,1978-10-14,扁去,巢己,Berlin,Saarland,刀老,DE,12171
17789,Kari,Dominguez,1972-12-09,固去,咯己,Frankfurt,Bayern,刀老,DE,91480
17791,Sydney,Davis,1973-05-24,扁去,咯己,Neunkirchen,Saarland,刀老,DE,66578
17796,Eduardo,Taylor,1971-02-11,固去,巢己,Werne,Nordrhein-Westfalen,刀老,DE,59368
17797,Ebony,Martinez,1971-04-04,固去,咯己,Stuttgart,Saarland,刀老,DE,70511
17799,Alejandro,Guo,1970-09-30,固去,巢己,Ingolstadt,Bayern,刀老,DE,85049
17802,Erick,Arun,1970-04-09,固去,巢己,Hof,Bayern,刀老,DE,95010
17804,Melody,Torres,1969-08-01,固去,咯己,Erlangen,Bayern,刀老,DE,91054
17806,Omar,Kumar,1969-10-12,扁去,巢己,Darmstadt,Hessen,刀老,DE,64283
17811,Stacy,Hernandez,1972-06-23,扁去,咯己,Stuttgart,Saarland,刀老,DE,70452
17817,Felicia,Gutierrez,1939-11-13,扁去,咯己,M?nchen,Nordrhein-Westfalen,刀老,DE,80074
17818,Dale,Yuan,1971-01-19,扁去,巢己,Salzgitter,Hessen,刀老,DE,38231
17824,Mario,Pal,1968-10-29,固去,巢己,Berlin,Hessen,刀老,DE,13441
17825,Clayton,Li,1969-04-13,扁去,巢己,Ingolstadt,Bayern,刀老,DE,85049
17832,Cameron,Sharma,1968-06-09,扁去,巢己,Neunkirchen,Saarland,刀老,DE,66578
17833,Monique,Suarez,1973-02-28,扁去,咯己,Frankfurt am Main,Saarland,刀老,DE,60061
17837,Mayra,Garcia,1983-01-10,固去,咯己,Kassel,Hessen,刀老,DE,34117
17845,Ebony,Diaz,1985-08-16,固去,咯己,M?nchen,Nordrhein-Westfalen,刀老,DE,80074
17847,Logan,Lee,1980-12-22,固去,巢己,Bottrop,Nordrhein-Westfalen,刀老,DE,46236
17848,Jaime,Yuan,1980-12-22,固去,巢己,Dresden,Hessen,刀老,DE,1071
17851,Warren,Tang,1984-03-12,固去,巢己,Hof,Bayern,刀老,DE,95010
17852,Lindsey,Shan,1984-08-03,扁去,咯己,Berlin,Hamburg,刀老,DE,10791
17853,Ernest,Chen,1978-11-03,固去,巢己,Frankfurt am Main,Saarland,刀老,DE,60075
17854,Shannon,Gomez,1979-11-19,固去,巢己,Hamburg,Hamburg,刀老,DE,20354
17856,Roger,Rai,1986-06-25,固去,巢己,Bonn,Nordrhein-Westfalen,刀老,DE,53131
17857,Albert,Cabello,1985-08-12,固去,咯己,Eilenburg,Brandenburg,刀老,DE,4838
17873,Alejandro,She,1974-11-03,扁去,巢己,Bottrop,Nordrhein-Westfalen,刀老,DE,46236
17875,Tommy,Anand,1973-02-28,扁去,巢己,Paderborn,Hamburg,刀老,DE,33041
17876,Fernando,Harris,1967-07-11,扁去,巢己,Paderborn,Nordrhein-Westfalen,刀老,DE,33098
17877,Danny,Blanco,1973-08-11,固去,巢己,Saarlouis,Saarland,刀老,DE,66740
17893,Omar,Rai,1961-03-24,扁去,巢己,Werne,Nordrhein-Westfalen,刀老,DE,59368
17898,Janet,Sanz,1945-12-18,固去,咯己,Darmstadt,Hessen,刀老,DE,64283
17901,Keith,Tang,1953-04-11,扁去,巢己,Hannover,Nordrhein-Westfalen,刀老,DE,30601
17902,Ruth,Lopez,1947-09-01,扁去,咯己,Stuttgart,Saarland,刀老,DE,70511
17928,Terrence,She,1949-01-30,扁去,巢己,Essen,Hamburg,刀老,DE,45001
17929,Alfredo,Rubio,1949-06-05,扁去,巢己,M?hlheim,Hamburg,刀老,DE,63151
17934,Nelson,Gill,1971-04-01,固去,巢己,Eilenburg,Brandenburg,刀老,DE,4838
17935,Misty,Jai,1966-01-19,扁去,咯己,Erlangen,Bayern,刀老,DE,91054
17940,Tommy,Yuan,1964-09-04,扁去,巢己,Frankfurt,Hessen,刀老,DE,60323
17941,David,Jenkins,1965-06-04,扁去,巢己,Ingolstadt,Bayern,刀老,DE,85049
17942,Steven,Watson,1970-05-06,扁去,巢己,Ingolstadt,Bayern,刀老,DE,85049
17945,Julio,Rubio,1969-03-01,扁去,巢己,Frankfurt,Hessen,刀老,DE,60323
17946,Jocelyn,Washington,1969-11-02,扁去,咯己,Kassel,Hessen,刀老,DE,34117
17947,Erick,Srini,1964-05-01,固去,巢己,M?nchen,Nordrhein-Westfalen,刀老,DE,80074
17952,Brendan,Beck,1975-11-15,固去,巢己,Sulzbach Taunus,Saarland,刀老,DE,66272
17955,Ronnie,Zhao,1976-05-01,固去,巢己,Saarlouis,Saarland,刀老,DE,66740
17963,Natalie,Collins,1974-12-08,固去,咯己,Darmstadt,Hessen,刀老,DE,64283
17964,Darren,Suri,1975-02-05,扁去,巢己,Solingen,Nordrhein-Westfalen,刀老,DE,42651
17970,Erick,Martinez,1959-05-15,固去,巢己,Berlin,Hessen,刀老,DE,14111
17976,Daisy,Carlson,1974-04-01,扁去,咯己,M?nchen,Nordrhein-Westfalen,刀老,DE,80074
17980,Paige,Hughes,1972-12-17,固去,咯己,Kassel,Hessen,刀老,DE,34117
17983,Carol,Saunders,1972-12-31,扁去,咯己,Hamburg,Hessen,刀老,DE,22001
17984,Barbara,Andersen,1972-09-21,扁去,咯己,Hof,Bayern,刀老,DE,95010
17985,Cedric,Sun,1972-10-12,扁去,巢己,Kiel,Saarland,刀老,DE,24044
17986,Monica,Malhotra,1978-04-19,扁去,咯己,M?nchen,Hessen,刀老,DE,80074
17989,Tiffany,Sun,1971-02-11,固去,咯己,Ingolstadt,Bayern,刀老,DE,85049
17992,Sandra,Ma,1970-06-22,固去,咯己,Solingen,Nordrhein-Westfalen,刀老,DE,42651
17993,Richard,Williams,1936-04-15,扁去,巢己,Hamburg,Hamburg,刀老,DE,20354
17994,Bradley,Xu,1970-02-01,固去,巢己,Berlin,Hamburg,刀老,DE,10791
17995,Sabrina,Jimenez,1969-12-21,固去,咯己,Stuttgart,Saarland,刀老,DE,70511
17998,Tammy,Weber,1974-05-02,固去,咯己,Neunkirchen,Saarland,刀老,DE,66578
18001,Ross,Suri,1969-01-10,固去,巢己,Berlin,Saarland,刀老,DE,12311
18002,Gina,Navarro,1938-09-07,扁去,咯己,Berlin,Hamburg,刀老,DE,10210
18003,Edwin,Chande,1939-03-19,扁去,巢己,Werne,Nordrhein-Westfalen,刀老,DE,59368
18005,Renee,Ramos,1972-02-15,扁去,咯己,Hamburg,Hamburg,刀老,DE,20354
18006,Franklin,Chander,1940-03-30,扁去,巢己,Paderborn,Hamburg,刀老,DE,33041
18017,Kurt,Shan,1975-09-02,固去,巢己,Berlin,Saarland,刀老,DE,14197
18019,Yolanda,Raji,1969-06-21,扁去,咯己,M?nchen,Hamburg,刀老,DE,80074
18020,Armando,Ruiz,1982-07-09,固去,巢己,Solingen,Nordrhein-Westfalen,刀老,DE,42651
18022,Victor,Alvarez,1985-03-14,固去,巢己,Berlin,Saarland,刀老,DE,12171
18023,Terrence,Raji,1985-04-14,固去,巢己,Bonn,Nordrhein-Westfalen,刀老,DE,53131
18027,Alexia,Griffin,1978-08-12,扁去,咯己,Saarlouis,Saarland,刀老,DE,66740
18029,Carmen,Malhotra,1983-06-17,固去,咯己,Bottrop,Nordrhein-Westfalen,刀老,DE,46236
18031,Shawna,Tang,1980-07-11,固去,咯己,Offenbach,Saarland,刀老,DE,63009
18033,Evelyn,Patel,1981-11-17,固去,咯己,Solingen,Nordrhein-Westfalen,刀老,DE,42651
18034,Ethan,Robinson,1917-09-20,扁去,巢己,Paderborn,Nordrhein-Westfalen,刀老,DE,33098
18035,Karen,Zhang,1980-03-09,固去,咯己,Werne,Nordrhein-Westfalen,刀老,DE,59368
18036,Bruce,Sanchez,1985-01-18,固去,巢己,Duesseldorf,Hessen,刀老,DE,40605
18045,Toni,Arun,1984-04-09,固去,咯己,M?nchen,Hessen,刀老,DE,80074
18047,Latasha,Alvarez,1979-08-09,扁去,咯己,Bonn,Hamburg,刀老,DE,53131
18124,Calvin,Chander,1975-05-01,扁去,巢己,Neunkirchen,Saarland,刀老,DE,66578
18125,Leah,Cai,1974-11-13,扁去,咯己,Sulzbach Taunus,Saarland,刀老,DE,66272
18130,Kaitlyn,Mitchell,1962-08-08,固去,咯己,Neunkirchen,Saarland,刀老,DE,66578
18133,Karen,Smith,1978-01-02,固去,咯己,Frankfurt,Hessen,刀老,DE,60323
18134,Melody,Romero,1967-01-22,扁去,咯己,Hof,Bayern,刀老,DE,95010
18139,Jennifer,Washington,1971-08-08,扁去,咯己,Hamburg,Hamburg,刀老,DE,20354
18140,Anthony,White,1960-12-30,扁去,巢己,Neunkirchen,Saarland,刀老,DE,66578
18145,David,So,1961-02-11,扁去,巢己,Bonn,Nordrhein-Westfalen,刀老,DE,53131
18146,Eugene,Wang,1949-12-26,固去,巢己,Hamburg,Hamburg,刀老,DE,20354
18153,Karen,Gao,1952-04-17,扁去,咯己,Berlin,Hessen,刀老,DE,13441
18154,Calvin,She,1952-02-19,固去,巢己,Berlin,Nordrhein-Westfalen,刀老,DE,14197
18157,Isabella,Hall,1958-09-03,固去,咯己,Frankfurt,Hessen,刀老,DE,60323
18164,Alisha,Wang,1959-02-17,扁去,咯己,Salzgitter,Hessen,刀老,DE,38231
18167,Raul,Chander,1957-08-09,扁去,巢己,Frankfurt am Main,Hamburg,刀老,DE,60082
18169,Alisha,Liang,1962-04-09,固去,咯己,Berlin,Hessen,刀老,DE,12171
18170,Adam,Perez,1957-02-01,扁去,巢己,Ingolstadt,Bayern,刀老,DE,85049
18171,Alejandro,Zeng,1956-09-30,扁去,巢己,Stuttgart,Saarland,刀老,DE,70511
18176,Bradley,Kumar,1955-12-24,扁去,巢己,Leipzig,Nordrhein-Westfalen,刀老,DE,4139
18180,Juan,Howard,1955-02-13,扁去,巢己,Kassel,Hessen,刀老,DE,34117
18182,Kristi,Prasad,1954-04-04,固去,咯己,Berlin,Saarland,刀老,DE,12311
18183,Meagan,Schmidt,1954-06-18,扁去,咯己,Paderborn,Nordrhein-Westfalen,刀老,DE,33098
18185,Laura,Huang,1953-05-05,扁去,咯己,Leipzig,Nordrhein-Westfalen,刀老,DE,4139
18619,Dominic,Mehta,1978-09-01,扁去,巢己,Salzgitter,Hessen,刀老,DE,38231
18626,Tony,Pal,1978-03-08,固去,巢己,Frankfurt,Bayern,刀老,DE,91480
18635,Toni,Martinez,1977-02-17,固去,咯己,Bonn,Nordrhein-Westfalen,刀老,DE,53131
18636,Edgar,Chapman,1976-12-12,固去,巢己,Braunschweig,Nordrhein-Westfalen,刀老,DE,38001
19029,Alicia,Andersen,1963-02-10,扁去,咯己,Berlin,Hessen,刀老,DE,13441
19030,Marco,Arun,1973-08-14,扁去,巢己,Duesseldorf,Hessen,刀老,DE,40605
19034,Tabitha,Diaz,1962-04-23,固去,咯己,Erlangen,Bayern,刀老,DE,91054
19035,Stanley,Schmidt,1962-03-24,扁去,巢己,Solingen,Nordrhein-Westfalen,刀老,DE,42651
19038,Joe,Patel,1960-02-13,固去,巢己,Neunkirchen,Saarland,刀老,DE,66578
